student_index,risk_score,actual_label,rank,feature,shap_value,feature_val,direction
287,0.773,1,3,Approval_Rate_Sem1,0.3847,0.0,risk
288,0.9953,1,1,Approval_Rate_Sem2,1.46,0.0,risk
288,0.9953,1,2,Total_Units_Failed,0.9799,10.0,risk
288,0.9953,1,3,Mother's occupation,0.812,0.0,risk
289,0.0059,0,1,Father's occupation,0.2081,1.0,risk
289,0.0059,0,2,GDP,0.1428,-4.06,risk
289,0.0059,0,3,Mother's qualification,0.0615,17.0,risk
290,0.0127,0,1,Approval_Rate_Trend,0.2686,-0.1667,risk
290,0.0127,0,2,Mother's qualification,0.2254,17.0,risk
290,0.0127,0,3,Application mode,0.143,4.0,risk
291,0.9899,1,1,Total_Units_Failed,1.3244,12.0,risk
291,0.9899,1,2,Approval_Rate_Sem2,1.2338,0.0,risk
291,0.9899,1,3,Curricular units 2nd sem (evaluations),0.6955,0.0,risk
292,0.0063,0,1,Approval_Rate_Sem1,0.2937,0.6667,risk
292,0.0063,0,2,Scholarship holder,0.1341,0.0,risk
292,0.0063,0,3,Mother's occupation,0.0883,27.0,risk
293,0.3127,0,1,Approval_Rate_Trend,0.3633,-0.3333,risk
293,0.3127,0,2,Approval_Rate_Sem2,0.3245,0.6667,risk
293,0.3127,0,3,Inflation rate,0.2467,0.5,risk
294,0.0543,0,1,Age at enrollment,0.4162,31.0,risk
294,0.0543,0,2,Course,0.4025,16.0,risk
294,0.0543,0,3,Curricular units 2nd sem (grade),0.1687,10.5,risk
295,0.5538,0,1,Course,0.7805,15.0,risk
295,0.5538,0,2,Father's occupation,0.4265,1.0,risk
295,0.5538,0,3,Admission grade,0.3432,128.5,risk
296,0.0695,0,1,Age at enrollment,0.5601,28.0,risk
296,0.0695,0,2,Approval_Rate_Trend,0.266,-0.1667,risk
296,0.0695,0,3,Father's occupation,0.2437,43.0,risk
297,0.023,0,1,Age at enrollment,0.5672,28.0,risk
297,0.023,0,2,Avg_Grade,0.2664,15.3375,risk
297,0.023,0,3,Application mode,0.228,17.0,risk
298,0.9979,1,1,Approval_Rate_Sem2,1.3625,0.0,risk
298,0.9979,1,2,Total_Units_Failed,0.737,8.0,risk
298,0.9979,1,3,Grade_Drop,0.6076,11.75,risk
299,0.0592,0,1,GDP,0.4102,-4.06,risk
299,0.0592,0,2,Unemployment rate,0.2165,15.5,risk
299,0.0592,0,3,Avg_Grade,0.1916,11.25,risk
300,0.0123,0,1,Admission grade,0.22,135.9,risk
300,0.0123,0,2,Scholarship holder,0.1747,0.0,risk
300,0.0123,0,3,Curricular units 1st sem (grade),0.1003,11.6,risk
301,0.0629,0,1,Father's occupation,0.7022,0.0,risk
301,0.0629,0,2,Mother's occupation,0.6971,0.0,risk
301,0.0629,0,3,Mother's qualification,0.394,14.0,risk
302,0.005,0,1,Enrollment_Drop,0.1747,3.0,risk
302,0.005,0,2,Scholarship holder,0.1284,0.0,risk
302,0.005,0,3,Curricular units 2nd sem (credited),0.107,3.0,risk
303,0.001,0,1,Unemployment rate,0.086,15.5,risk
303,0.001,0,2,Curricular units 1st sem (evaluations),0.0522,6.0,risk
303,0.001,0,3,Curricular units 2nd sem (evaluations),0.0274,7.0,risk
304,0.5036,0,1,Approval_Rate_Sem2,1.0956,0.4,risk
304,0.5036,0,2,Total_Units_Failed,0.8198,7.0,risk
304,0.5036,0,3,Mother's qualification,0.2127,17.0,risk
305,0.7057,0,1,Tuition fees up to date,2.9498,0.0,risk
305,0.7057,0,2,Debtor,0.3859,1.0,risk
305,0.7057,0,3,Financial_Risk_Score,0.3412,2.0,risk
306,0.0109,0,1,Approval_Rate_Sem2,0.7317,0.0,risk
306,0.0109,0,2,Curricular units 2nd sem (approved),0.348,0.0,risk
306,0.0109,0,3,Curricular units 2nd sem (evaluations),0.2355,0.0,risk
307,0.0177,0,1,Previous qualification,0.2396,7.0,risk
307,0.0177,0,2,Age at enrollment,0.2047,23.0,risk
307,0.0177,0,3,Admission grade,0.1869,130.0,risk
308,0.1681,0,1,Approval_Rate_Sem2,0.7853,0.0,risk
308,0.1681,0,2,Curricular units 2nd sem (evaluations),0.3404,0.0,risk
308,0.1681,0,3,Curricular units 2nd sem (approved),0.3261,0.0,risk
309,0.0511,0,1,Unemployment rate,0.219,13.9,risk
309,0.0511,0,2,Age at enrollment,0.159,24.0,risk
309,0.0511,0,3,Admission grade,0.1475,130.0,risk
310,0.0146,0,1,Admission grade,0.306,137.8,risk
310,0.0146,0,2,Father's occupation,0.1813,43.0,risk
310,0.0146,0,3,Application mode,0.1531,4.0,risk
311,0.1092,1,1,Financial_Risk_Score,0.3836,1.0,risk
311,0.1092,1,2,Previous qualification (grade),0.3689,120.0,risk
311,0.1092,1,3,Debtor,0.2358,1.0,risk
312,0.0068,0,1,Course,0.193,11.0,risk
312,0.0068,0,2,Scholarship holder,0.1396,0.0,risk
312,0.0068,0,3,Curricular units 1st sem (evaluations),0.1174,7.0,risk
313,0.0372,0,1,Admission grade,0.2671,136.3,risk
313,0.0372,0,2,Curricular units 2nd sem (grade),0.1381,11.0,risk
313,0.0372,0,3,Scholarship holder,0.1244,0.0,risk
314,0.0154,0,1,Unemployment rate,0.1998,11.1,risk
314,0.0154,0,2,Inflation rate,0.1729,0.6,risk
314,0.0154,0,3,Curricular units 1st sem (evaluations),0.1573,8.0,risk
315,0.056,0,1,Approval_Rate_Sem1,0.3402,0.6667,risk
315,0.056,0,2,Application mode,0.1934,4.0,risk
315,0.056,0,3,Course,0.1822,13.0,risk
316,0.0015,0,1,Father's occupation,0.1647,43.0,risk
316,0.0015,0,2,Displaced,0.1023,1.0,risk
316,0.0015,0,3,Inflation rate,0.0959,0.6,risk
317,0.0372,0,1,Approval_Rate_Trend,0.3529,-0.3333,risk
317,0.0372,0,2,Approval_Rate_Sem2,0.2669,0.6667,risk
317,0.0372,0,3,Inflation rate,0.1234,1.4,risk
318,0.0851,0,1,Approval_Rate_Sem2,0.2952,0.7143,risk
318,0.0851,0,2,Application mode,0.2827,2.0,risk
318,0.0851,0,3,Approval_Rate_Sem1,0.2048,0.5714,risk
319,0.0055,0,1,Scholarship holder,0.1881,0.0,risk
319,0.0055,0,2,Mother's occupation,0.171,27.0,risk
319,0.0055,0,3,Age at enrollment,0.1607,24.0,risk
320,0.9543,1,1,Tuition fees up to date,2.098,0.0,risk
320,0.9543,1,2,Approval_Rate_Sem2,0.9834,0.4,risk
320,0.9543,1,3,Age at enrollment,0.409,27.0,risk
321,0.5206,1,1,Total_Units_Failed,0.9709,6.0,risk
321,0.5206,1,2,Approval_Rate_Sem2,0.5813,0.625,risk
321,0.5206,1,3,Approval_Rate_Sem1,0.3744,0.625,risk
322,0.0182,0,1,Inflation rate,0.3527,0.6,risk
322,0.0182,0,2,Unemployment rate,0.2374,11.1,risk
322,0.0182,0,3,Application mode,0.149,4.0,risk
323,0.9964,1,1,Tuition fees up to date,2.0163,0.0,risk
323,0.9964,1,2,Approval_Rate_Sem2,0.8727,0.0,risk
323,0.9964,1,3,Grade_Drop,0.6609,12.3333,risk
324,0.006,0,1,Course,0.3737,13.0,risk
324,0.006,0,2,Age at enrollment,0.26,25.0,risk
324,0.006,0,3,GDP,0.2166,-4.06,risk
325,0.009,0,1,Admission grade,0.1542,129.0,risk
325,0.009,0,2,Curricular units 1st sem (evaluations),0.1401,7.0,risk
325,0.009,0,3,Father's qualification,0.1366,0.0,risk
326,0.984,1,1,Approval_Rate_Sem2,1.3557,0.0,risk
326,0.984,1,2,Total_Units_Failed,0.9309,11.0,risk
326,0.984,1,3,Father's occupation,0.8079,0.0,risk
327,0.252,0,1,Approval_Rate_Trend,0.4445,-0.375,risk
327,0.252,0,2,Approval_Rate_Sem2,0.3152,0.625,risk
327,0.252,0,3,Course,0.1772,11.0,risk
328,0.0257,0,1,Inflation rate,0.2702,0.6,risk
328,0.0257,0,2,Unemployment rate,0.2646,11.1,risk
328,0.0257,0,3,Scholarship holder,0.1701,0.0,risk
329,0.0253,0,1,Course,0.2177,7.0,risk
329,0.0253,0,2,Scholarship holder,0.1509,0.0,risk
329,0.0253,0,3,GDP,0.1357,-1.7,risk
330,0.9935,1,1,Tuition fees up to date,1.8403,0.0,risk
330,0.9935,1,2,Approval_Rate_Sem2,0.877,0.0,risk
330,0.9935,1,3,Total_Units_Failed,0.6073,10.0,risk
331,0.9901,1,1,Approval_Rate_Sem2,1.3038,0.0,risk
331,0.9901,1,2,Total_Units_Failed,1.0024,8.0,risk
331,0.9901,1,3,Mother's occupation,0.6407,0.0,risk
332,0.9983,1,1,Tuition fees up to date,2.482,0.0,risk
332,0.9983,1,2,Approval_Rate_Sem2,1.0108,0.0,risk
332,0.9983,1,3,Total_Units_Failed,0.5615,10.0,risk
333,0.0276,0,1,Course,0.5167,13.0,risk
333,0.0276,0,2,Approval_Rate_Sem1,0.3076,0.6,risk
333,0.0276,0,3,Curricular units 1st sem (evaluations),0.1466,7.0,risk
334,0.9978,1,1,Tuition fees up to date,2.6954,0.0,risk
334,0.9978,1,2,Approval_Rate_Sem2,0.9478,0.0,risk
334,0.9978,1,3,Total_Units_Failed,0.7161,12.0,risk
335,0.4696,0,1,Approval_Rate_Sem2,0.9314,0.4,risk
335,0.4696,0,2,Approval_Rate_Sem1,0.4686,0.6,risk
335,0.4696,0,3,Approval_Rate_Trend,0.3258,-0.2,risk
336,0.9887,1,1,Approval_Rate_Sem2,1.3767,0.0,risk
336,0.9887,1,2,Total_Units_Failed,0.8742,9.0,risk
336,0.9887,1,3,Grade_Drop,0.7054,14.0,risk
337,0.0061,0,1,Approval_Rate_Sem1,0.2538,0.4,risk
337,0.0061,0,2,Grade_Drop,0.1747,2.1,risk
337,0.0061,0,3,Admission grade,0.1521,133.7,risk
338,0.9406,0,1,Approval_Rate_Sem2,1.3486,0.0,risk
338,0.9406,0,2,Total_Units_Failed,1.0125,10.0,risk
338,0.9406,0,3,Curricular units 2nd sem (approved),0.4484,0.0,risk
339,0.0098,0,1,Scholarship holder,0.1593,0.0,risk
339,0.0098,0,2,Application mode,0.1493,4.0,risk
339,0.0098,0,3,Admission grade,0.0956,132.5,risk
340,0.0112,0,1,Father's occupation,0.5473,1.0,risk
340,0.0112,0,2,Inflation rate,0.1383,0.3,risk
340,0.0112,0,3,Total_Evaluations,0.1083,18.0,risk
341,0.9966,1,1,Total_Units_Failed,1.4666,12.0,risk
341,0.9966,1,2,Approval_Rate_Sem2,1.3992,0.0,risk
341,0.9966,1,3,Curricular units 2nd sem (evaluations),0.7791,0.0,risk
342,0.1008,0,1,Course,0.3867,13.0,risk
342,0.1008,0,2,Inflation rate,0.2487,0.6,risk
342,0.1008,0,3,Approval_Rate_Sem1,0.2361,0.6667,risk
343,0.6315,1,1,Approval_Rate_Sem2,0.9945,0.0,risk
343,0.6315,1,2,Curricular units 2nd sem (approved),0.4063,0.0,risk
343,0.6315,1,3,Curricular units 2nd sem (evaluations),0.359,0.0,risk
344,0.0877,0,1,Mother's occupation,0.4036,23.0,risk
344,0.0877,0,2,Application mode,0.1424,4.0,risk
344,0.0877,0,3,Previous qualification (grade),0.1413,157.0,risk
345,0.8945,1,1,Tuition fees up to date,2.3999,0.0,risk
345,0.8945,1,2,Total_Units_Failed,0.4885,9.0,risk
345,0.8945,1,3,Age at enrollment,0.4642,49.0,risk
346,0.4131,1,1,Tuition fees up to date,1.9808,0.0,risk
346,0.4131,1,2,Age at enrollment,0.3992,25.0,risk
346,0.4131,1,3,Debtor,0.1736,1.0,risk
347,0.0104,0,1,Admission grade,0.3275,128.5,risk
347,0.0104,0,2,Inflation rate,0.2623,0.6,risk
347,0.0104,0,3,Unemployment rate,0.1748,11.1,risk
348,0.8422,1,1,Approval_Rate_Sem2,0.8609,0.3333,risk
348,0.8422,1,2,Total_Units_Failed,0.651,8.0,risk
348,0.8422,1,3,Approval_Rate_Sem1,0.4238,0.3333,risk
349,0.0084,0,1,Course,0.4275,15.0,risk
349,0.0084,0,2,Scholarship holder,0.0928,0.0,risk
349,0.0084,0,3,Unemployment rate,0.0822,13.9,risk
350,0.0092,0,1,Course,0.4351,13.0,risk
350,0.0092,0,2,Inflation rate,0.1151,0.3,risk
350,0.0092,0,3,Gender,0.1033,1.0,risk
351,0.0802,0,1,Course,0.4315,14.0,risk
351,0.0802,0,2,Unemployment rate,0.1888,12.7,risk
351,0.0802,0,3,Scholarship holder,0.1012,0.0,risk
352,0.1465,0,1,Course,0.3992,7.0,risk
352,0.1465,0,2,Admission grade,0.3862,127.8,risk
352,0.1465,0,3,Mother's occupation,0.3649,23.0,risk
353,0.1506,1,1,Approval_Rate_Sem2,0.7771,0.0,risk
353,0.1506,1,2,Curricular units 2nd sem (approved),0.3234,0.0,risk
353,0.1506,1,3,Approval_Rate_Sem1,0.2771,0.0,risk
354,0.7895,1,1,Approval_Rate_Sem2,1.0839,0.4286,risk
354,0.7895,1,2,Total_Units_Failed,0.5736,7.0,risk
354,0.7895,1,3,Approval_Rate_Trend,0.3361,-0.1429,risk
355,0.0642,0,1,Course,0.4132,16.0,risk
355,0.0642,0,2,Age at enrollment,0.3316,26.0,risk
355,0.0642,0,3,Father's qualification,0.1902,0.0,risk
356,0.0551,0,1,Course,0.5049,14.0,risk
356,0.0551,0,2,Unemployment rate,0.1748,12.7,risk
356,0.0551,0,3,Admission grade,0.1704,143.0,risk
357,0.0029,0,1,Course,0.3735,15.0,risk
357,0.0029,0,2,Curricular units 1st sem (evaluations),0.0983,6.0,risk
357,0.0029,0,3,Mother's qualification,0.0905,17.0,risk
358,0.0044,0,1,Displaced,0.1017,1.0,risk
358,0.0044,0,2,Curricular units 1st sem (evaluations),0.0951,6.0,risk
358,0.0044,0,3,Application mode,0.0797,5.0,risk
359,0.073,0,1,Father's occupation,0.4898,0.0,risk
359,0.073,0,2,Previous qualification (grade),0.259,120.0,risk
359,0.073,0,3,Financial_Risk_Score,0.242,1.0,risk
360,0.9906,1,1,Approval_Rate_Sem2,1.5528,0.0,risk
360,0.9906,1,2,Total_Units_Failed,0.8893,9.0,risk
360,0.9906,1,3,Grade_Drop,0.4417,12.6667,risk
361,0.0047,0,1,Approval_Rate_Trend,0.5655,-0.125,risk
361,0.0047,0,2,Unemployment rate,0.133,15.5,risk
361,0.0047,0,3,Displaced,0.0896,1.0,risk
362,0.9514,1,1,Approval_Rate_Sem2,1.1282,0.5714,risk
362,0.9514,1,2,Total_Units_Failed,0.6756,6.0,risk
362,0.9514,1,3,Approval_Rate_Sem1,0.3598,0.5714,risk
363,0.4558,1,1,Tuition fees up to date,2.5676,0.0,risk
363,0.4558,1,2,Financial_Risk_Score,0.2991,2.0,risk
363,0.4558,1,3,GDP,0.2964,-1.7,risk
364,0.0719,0,1,Unemployment rate,0.3,13.9,risk
364,0.0719,0,2,Course,0.1932,14.0,risk
364,0.0719,0,3,Admission grade,0.1861,135.9,risk
365,0.9892,1,1,Total_Units_Failed,1.3801,12.0,risk
365,0.9892,1,2,Approval_Rate_Sem2,1.3413,0.0,risk
365,0.9892,1,3,Curricular units 2nd sem (approved),0.4559,0.0,risk
366,0.0043,0,1,Application mode,0.1789,3.0,risk
366,0.0043,0,2,Curricular units 1st sem (evaluations),0.1041,7.0,risk
366,0.0043,0,3,Displaced,0.0805,1.0,risk
367,0.0151,0,1,Admission grade,0.3088,128.3,risk
367,0.0151,0,2,Scholarship holder,0.1252,0.0,risk
367,0.0151,0,3,Course,0.0785,11.0,risk
368,0.9988,1,1,Tuition fees up to date,2.4058,0.0,risk
368,0.9988,1,2,Approval_Rate_Sem2,1.0125,0.0,risk
368,0.9988,1,3,Age at enrollment,0.5604,70.0,risk
369,0.1823,0,1,Debtor,0.314,1.0,risk
369,0.1823,0,2,Admission grade,0.2751,128.0,risk
369,0.1823,0,3,Father's occupation,0.271,43.0,risk
370,0.9933,1,1,Approval_Rate_Sem2,1.6451,0.0,risk
370,0.9933,1,2,Total_Units_Failed,0.9003,11.0,risk
370,0.9933,1,3,Grade_Drop,0.5075,12.0,risk
371,0.0366,0,1,Course,0.409,16.0,risk
371,0.0366,0,2,Age at enrollment,0.3092,43.0,risk
371,0.0366,0,3,Admission grade,0.191,138.7,risk
372,0.0079,0,1,Gender,0.136,1.0,risk
372,0.0079,0,2,Inflation rate,0.083,0.5,risk
372,0.0079,0,3,Admission grade,0.0827,140.0,risk
373,0.1598,0,1,Unemployment rate,0.347,13.9,risk
373,0.1598,0,2,Admission grade,0.2284,134.5,risk
373,0.1598,0,3,Previous qualification (grade),0.2117,138.0,risk
374,0.0177,0,1,Displaced,0.2005,1.0,risk
374,0.0177,0,2,Admission grade,0.2002,132.7,risk
374,0.0177,0,3,Curricular units 1st sem (evaluations),0.1566,8.0,risk
375,0.0061,0,1,Admission grade,0.2917,136.0,risk
375,0.0061,0,2,Curricular units 1st sem (without evaluations),0.2672,1.0,risk
375,0.0061,0,3,Scholarship holder,0.0988,0.0,risk
376,0.1504,0,1,Father's occupation,0.3724,1.0,risk
376,0.1504,0,2,Course,0.2801,13.0,risk
376,0.1504,0,3,Curricular units 2nd sem (evaluations),0.2153,5.0,risk
377,0.0198,0,1,Total_Evaluations,0.1317,19.0,risk
377,0.0198,0,2,Scholarship holder,0.1237,0.0,risk
377,0.0198,0,3,Curricular units 1st sem (evaluations),0.1002,8.0,risk
378,0.2796,1,1,Tuition fees up to date,1.7576,0.0,risk
378,0.2796,1,2,Approval_Rate_Sem2,0.7112,0.0,risk
378,0.2796,1,3,Curricular units 2nd sem (approved),0.2511,0.0,risk
379,0.0688,1,1,Approval_Rate_Sem2,0.7802,0.0,risk
379,0.0688,1,2,Curricular units 2nd sem (approved),0.2698,0.0,risk
379,0.0688,1,3,Approval_Rate_Sem1,0.1852,0.0,risk
380,0.9669,0,1,Tuition fees up to date,3.5723,0.0,risk
380,0.9669,0,2,Financial_Risk_Score,0.4343,2.0,risk
380,0.9669,0,3,Debtor,0.4313,1.0,risk
381,0.6346,1,1,Approval_Rate_Sem2,0.8384,0.2,risk
381,0.6346,1,2,Total_Units_Failed,0.6259,7.0,risk
381,0.6346,1,3,Approval_Rate_Sem1,0.3468,0.4,risk
382,0.3822,1,1,Approval_Rate_Trend,0.4659,-0.2,risk
382,0.3822,1,2,Approval_Rate_Sem2,0.4307,0.6,risk
382,0.3822,1,3,Application mode,0.1956,4.0,risk
383,0.2644,0,1,Approval_Rate_Trend,0.5788,-0.1222,risk
383,0.2644,0,2,Approval_Rate_Sem2,0.3518,0.7778,risk
383,0.2644,0,3,Mother's qualification,0.2728,17.0,risk
384,0.0014,0,1,Unemployment rate,0.1214,12.7,risk
384,0.0014,0,2,Curricular units 1st sem (evaluations),0.0957,8.0,risk
384,0.0014,0,3,GDP,0.0922,-1.7,risk
385,0.0061,0,1,Scholarship holder,0.1404,0.0,risk
385,0.0061,0,2,Course,0.0918,11.0,risk
385,0.0061,0,3,Unemployment rate,0.0883,12.4,risk
386,0.0049,0,1,Displaced,0.1521,1.0,risk
386,0.0049,0,2,Father's occupation,0.1274,43.0,risk
386,0.0049,0,3,Curricular units 1st sem (evaluations),0.0939,7.0,risk
387,0.0325,0,1,Curricular units 2nd sem (grade),0.2331,11.0,risk
387,0.0325,0,2,Father's occupation,0.1949,43.0,risk
387,0.0325,0,3,Grade_Drop,0.1819,2.2,risk
388,0.0064,0,1,Inflation rate,0.1989,0.6,risk
388,0.0064,0,2,Displaced,0.1495,1.0,risk
388,0.0064,0,3,Curricular units 1st sem (evaluations),0.1338,7.0,risk
389,0.0011,0,1,Unemployment rate,0.1194,12.7,risk
389,0.0011,0,2,Admission grade,0.1133,142.3,risk
389,0.0011,0,3,Curricular units 1st sem (evaluations),0.0784,8.0,risk
390,0.6938,0,1,Approval_Rate_Sem2,0.8857,0.5,risk
390,0.6938,0,2,Approval_Rate_Sem1,0.408,0.6667,risk
390,0.6938,0,3,Father's occupation,0.2269,43.0,risk
391,0.0201,0,1,Scholarship holder,0.1453,0.0,risk
391,0.0201,0,2,Mother's occupation,0.1381,27.0,risk
391,0.0201,0,3,Admission grade,0.1061,120.2,risk
392,0.8158,0,1,Approval_Rate_Sem2,0.9546,0.2,risk
392,0.8158,0,2,Total_Units_Failed,0.7862,9.0,risk
392,0.8158,0,3,Curricular units 2nd sem (approved),0.476,1.0,risk
393,0.9983,1,1,Tuition fees up to date,2.2047,0.0,risk
393,0.9983,1,2,Approval_Rate_Sem2,0.9739,0.1429,risk
393,0.9983,1,3,Father's occupation,0.5615,0.0,risk
394,0.0577,0,1,Curricular units 1st sem (without evaluations),0.2894,1.0,risk
394,0.0577,0,2,Previous qualification (grade),0.269,110.0,risk
394,0.0577,0,3,Mother's qualification,0.2212,17.0,risk
395,0.9979,1,1,Approval_Rate_Sem2,1.355,0.0,risk
395,0.9979,1,2,Total_Units_Failed,1.1872,13.0,risk
395,0.9979,1,3,Curricular units 2nd sem (evaluations),0.7552,0.0,risk
396,0.9406,1,1,Tuition fees up to date,3.0108,0.0,risk
396,0.9406,1,2,Age at enrollment,0.3981,33.0,risk
396,0.9406,1,3,Approval_Rate_Sem1,0.2996,0.7143,risk
397,0.0089,0,1,Scholarship holder,0.1536,0.0,risk
397,0.0089,0,2,Curricular units 1st sem (evaluations),0.15,8.0,risk
397,0.0089,0,3,Unemployment rate,0.1286,12.7,risk
398,0.9975,1,1,Tuition fees up to date,2.0616,0.0,risk
398,0.9975,1,2,Approval_Rate_Sem2,0.9764,0.0,risk
398,0.9975,1,3,Total_Units_Failed,0.8755,12.0,risk
399,0.2056,0,1,Approval_Rate_Sem1,0.2688,0.6667,risk
399,0.2056,0,2,Age at enrollment,0.1925,24.0,risk
399,0.2056,0,3,Scholarship holder,0.1774,0.0,risk
400,0.0959,0,1,Course,0.5701,14.0,risk
400,0.0959,0,2,Father's qualification,0.1567,3.0,risk
400,0.0959,0,3,Inflation rate,0.1313,0.5,risk
401,0.9946,1,1,Tuition fees up to date,1.5652,0.0,risk
401,0.9946,1,2,Approval_Rate_Sem2,1.1926,0.0,risk
401,0.9946,1,3,Total_Units_Failed,0.6821,9.0,risk
402,0.0065,0,1,GDP,0.3078,-1.7,risk
402,0.0065,0,2,Age at enrollment,0.2321,24.0,risk
402,0.0065,0,3,Curricular units 1st sem (evaluations),0.1458,8.0,risk
403,0.7925,1,1,Approval_Rate_Sem2,0.8506,0.5,risk
403,0.7925,1,2,Course,0.4677,15.0,risk
403,0.7925,1,3,Approval_Rate_Trend,0.3365,-0.3333,risk
404,0.9955,1,1,Tuition fees up to date,1.8067,0.0,risk
404,0.9955,1,2,Approval_Rate_Sem2,0.8172,0.0,risk
404,0.9955,1,3,Age at enrollment,0.496,50.0,risk
405,0.013,0,1,Course,0.4523,13.0,risk
405,0.013,0,2,Mother's qualification,0.3911,3.0,risk
405,0.013,0,3,Admission grade,0.1068,122.2,risk
406,0.0079,0,1,Curricular units 1st sem (without evaluations),0.4132,1.0,risk
406,0.0079,0,2,Application mode,0.1501,5.0,risk
406,0.0079,0,3,Mother's qualification,0.147,17.0,risk
407,0.0994,0,1,Mother's occupation,0.254,27.0,risk
407,0.0994,0,2,Application mode,0.1596,4.0,risk
407,0.0994,0,3,Approval_Rate_Trend,0.1585,-0.2,risk
408,0.0391,1,1,Approval_Rate_Sem2,0.259,0.6667,risk
408,0.0391,1,2,Application mode,0.2143,4.0,risk
408,0.0391,1,3,Mother's qualification,0.1984,17.0,risk
409,0.0181,0,1,Admission grade,0.3501,131.5,risk
409,0.0181,0,2,Scholarship holder,0.1749,0.0,risk
409,0.0181,0,3,Course,0.1349,11.0,risk
410,0.1539,0,1,Age at enrollment,0.4838,52.0,risk
410,0.1539,0,2,Course,0.2582,14.0,risk
410,0.1539,0,3,Admission grade,0.2299,129.8,risk
411,0.7628,1,1,Tuition fees up to date,2.7542,0.0,risk
411,0.7628,1,2,Approval_Rate_Sem2,0.749,0.0,risk
411,0.7628,1,3,Financial_Risk_Score,0.3623,1.0,risk
412,0.0031,0,1,Inflation rate,0.1124,0.5,risk
412,0.0031,0,2,Displaced,0.0748,1.0,risk
412,0.0031,0,3,Unemployment rate,0.0708,12.4,risk
413,0.023,0,1,Approval_Rate_Sem1,0.3299,0.6667,risk
413,0.023,0,2,Father's occupation,0.2124,43.0,risk
413,0.023,0,3,Unemployment rate,0.1692,11.1,risk
414,0.9895,1,1,Approval_Rate_Sem2,1.4859,0.0,risk
414,0.9895,1,2,Total_Units_Failed,0.9254,10.0,risk
414,0.9895,1,3,Curricular units 2nd sem (approved),0.4266,0.0,risk
415,0.02,0,1,Age at enrollment,0.4148,29.0,risk
415,0.02,0,2,Grade_Drop,0.3331,-2.0,risk
415,0.02,0,3,Unemployment rate,0.2103,11.1,risk
416,0.1523,0,1,Course,0.3725,15.0,risk
416,0.1523,0,2,Approval_Rate_Sem1,0.2955,0.6667,risk
416,0.1523,0,3,Grade_Drop,0.2869,1.25,risk
417,0.0154,0,1,Application mode,0.3031,1.0,risk
417,0.0154,0,2,Displaced,0.1178,1.0,risk
417,0.0154,0,3,Scholarship holder,0.1159,0.0,risk
418,0.0077,0,1,Approval_Rate_Trend,0.4154,-0.1667,risk
418,0.0077,0,2,Unemployment rate,0.1186,13.9,risk
418,0.0077,0,3,Mother's qualification,0.112,17.0,risk
419,0.0034,0,1,Father's occupation,0.1488,43.0,risk
419,0.0034,0,2,Displaced,0.1078,1.0,risk
419,0.0034,0,3,Curricular units 1st sem (evaluations),0.0716,7.0,risk
420,0.1621,1,1,Approval_Rate_Sem2,0.7325,0.3333,risk
420,0.1621,1,2,Unemployment rate,0.1539,13.9,risk
420,0.1621,1,3,Curricular units 2nd sem (approved),0.1233,2.0,risk
421,0.0205,0,1,Approval_Rate_Trend,0.403,-0.4,risk
421,0.0205,0,2,Approval_Rate_Sem2,0.281,0.6,risk
421,0.0205,0,3,Displaced,0.1083,1.0,risk
422,0.2695,0,1,Approval_Rate_Sem2,1.0722,0.1667,risk
422,0.2695,0,2,Total_Units_Failed,0.8121,10.0,risk
422,0.2695,0,3,Curricular units 2nd sem (approved),0.4323,1.0,risk
423,0.0078,0,1,Grade_Drop,0.1878,2.0,risk
423,0.0078,0,2,Admission grade,0.1775,130.0,risk
423,0.0078,0,3,Curricular units 2nd sem (credited),0.103,4.0,risk
424,0.0344,0,1,Father's occupation,0.9331,1.0,risk
424,0.0344,0,2,Application mode,0.134,4.0,risk
424,0.0344,0,3,Inflation rate,0.0833,1.4,risk
425,0.72,1,1,Tuition fees up to date,2.7793,0.0,risk
425,0.72,1,2,GDP,0.4426,-0.92,risk
425,0.72,1,3,Financial_Risk_Score,0.288,2.0,risk
426,0.0033,0,1,Application mode,0.2085,5.0,risk
426,0.0033,0,2,Scholarship holder,0.1566,0.0,risk
426,0.0033,0,3,Curricular units 1st sem (evaluations),0.119,8.0,risk
427,0.3351,1,1,Approval_Rate_Sem2,0.8906,0.4,risk
427,0.3351,1,2,Approval_Rate_Trend,0.4344,-0.6,risk
427,0.3351,1,3,Curricular units 2nd sem (approved),0.2528,2.0,risk
428,0.9348,0,1,Approval_Rate_Sem2,1.1116,0.2,risk
428,0.9348,0,2,Total_Units_Failed,0.8127,7.0,risk
428,0.9348,0,3,Curricular units 2nd sem (approved),0.4466,1.0,risk
429,0.0372,0,1,Application mode,0.195,4.0,risk
429,0.0372,0,2,Curricular units 1st sem (evaluations),0.1309,8.0,risk
429,0.0372,0,3,Curricular units 1st sem (without evaluations),0.1146,1.0,risk
430,0.1359,0,1,Debtor,0.3586,1.0,risk
430,0.1359,0,2,Financial_Risk_Score,0.3472,1.0,risk
430,0.1359,0,3,Approval_Rate_Trend,0.3147,-0.1667,risk
431,0.3589,0,1,Approval_Rate_Sem1,0.4971,0.6,risk
431,0.3589,0,2,Course,0.4627,13.0,risk
