Gender,Scholarship holder,Debtor,Tuition fees up to date,Displaced,Educational special needs,International,Application mode,Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Nacionality,Age at enrollment,Previous qualification (grade),Admission grade,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Approval_Rate_Sem1,Approval_Rate_Sem2,Grade_Drop,Total_Units_Failed,Total_Units_Approved,Avg_Grade,Approval_Rate_Trend,Financial_Risk_Score,Scholarship_Debtor,Total_Evaluations,Enrollment_Drop,Mature_Student
1,0,0,1,0,0,0,9,13,0,6,7,23,43,0,27,133.1,118.0,0,6,7,6,14.0,0,0,6,7,6,14.71428571,0,8.9,1.4,3.51,1.0,1.0,-0.7142857100000004,0,12,14.357142855,0.0,0,0,14,0,1
0,0,0,1,1,0,0,4,9,0,12,15,22,36,0,19,141.0,124.9,0,6,10,6,12.0,0,0,6,12,4,11.0,0,12.7,3.7,-1.7,1.0,0.6666666666666666,1.0,2,10,11.5,-0.33333333333333337,0,0,22,0,0
0,0,1,1,0,0,0,15,16,0,18,23,18,33,0,23,140.0,135.0,6,11,18,8,12.375,0,3,9,15,5,12.6,0,8.9,1.4,3.51,0.7272727272727273,0.5555555555555556,-0.22499999999999964,7,13,12.4875,-0.1717171717171717,1,0,33,2,0
0,0,0,1,1,0,0,0,0,0,0,0,23,37,0,20,145.0,140.1,6,12,12,12,13.25,0,4,11,14,11,14.33333333,0,8.9,1.4,3.51,1.0,1.0,-1.0833333300000003,0,23,13.791666665000001,0.0,0,0,26,1,0
1,0,1,0,0,0,0,12,3,9,18,23,29,39,0,20,130.0,130.0,0,6,16,4,11.8,0,0,6,15,2,12.0,0,16.2,0.3,-0.92,0.6666666666666666,0.3333333333333333,-0.1999999999999993,6,6,11.9,-0.3333333333333333,2,0,31,0,0
1,0,0,0,1,0,0,9,5,16,0,0,24,38,0,29,133.1,120.0,0,5,12,0,0.0,4,0,5,8,0,0.0,1,9.4,-0.8,-3.12,0.0,0.0,0.0,10,0,0.0,0.0,1,0,20,0,1
0,1,0,1,1,0,0,0,11,0,18,0,27,38,0,18,131.0,128.3,0,8,8,7,12.64285714,0,0,8,8,7,12.64285714,0,12.7,3.7,-1.7,0.875,0.875,0.0,2,14,12.64285714,0.0,0,0,16,0,0
0,1,0,1,1,0,0,0,15,0,6,23,29,37,0,18,146.0,145.3,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,0.8333333333333334,0.8333333333333334,-0.5999999999999996,2,10,13.100000000000001,0.0,0,0,15,0,0
0,1,0,1,0,0,0,0,8,0,17,23,29,43,0,19,121.0,114.0,0,5,7,5,12.2,0,0,5,6,5,11.2,0,11.1,0.6,2.02,1.0,1.0,1.0,0,10,11.7,0.0,0,0,13,0,0
0,1,0,1,0,0,0,0,11,0,6,0,29,39,0,18,132.0,123.4,0,7,7,7,14.60428571,0,0,8,9,8,15.68333333,0,11.1,0.6,2.02,1.0,1.0,-1.0790476200000008,0,15,15.14380952,0.0,0,0,16,-1,0
0,0,0,1,1,0,0,0,14,0,12,0,22,42,0,18,153.0,137.6,0,6,6,6,16.0,0,0,6,7,6,14.33333333,0,12.4,0.5,1.79,1.0,1.0,1.6666666699999997,0,12,15.166666665000001,0.0,0,0,13,0,0
0,0,0,1,1,0,0,0,9,0,8,16,0,42,0,19,136.0,135.7,0,6,8,6,14.375,0,0,6,8,6,14.75,0,7.6,2.6,0.32,1.0,1.0,-0.375,0,12,14.5625,0.0,0,0,16,0,0
0,1,0,1,1,0,0,0,11,0,18,7,29,41,0,20,113.0,106.7,0,7,10,5,12.62,0,0,7,8,6,12.5,0,11.1,0.6,2.02,0.7142857142857143,0.8571428571428571,0.11999999999999922,3,11,12.559999999999999,0.1428571428571428,0,0,18,0,0
1,0,0,1,1,0,0,0,14,0,18,23,29,43,0,19,136.0,132.9,0,6,10,4,13.25,0,0,6,13,5,11.8,0,7.6,2.6,0.32,0.6666666666666666,0.8333333333333334,1.4499999999999993,3,9,12.525,0.16666666666666674,0,0,23,0,0
0,1,0,1,0,0,0,4,9,0,6,22,29,42,0,18,128.0,116.5,0,6,11,5,11.14285714,0,0,6,11,4,11.25,0,16.2,0.3,-0.92,0.8333333333333334,0.6666666666666666,-0.10714285999999973,3,9,11.19642857,-0.16666666666666674,0,0,22,0,0
1,0,0,1,0,0,0,11,16,8,12,0,22,43,0,39,133.1,125.4,0,2,5,0,0.0,0,0,4,4,0,0.0,0,10.8,1.4,1.74,0.0,0.0,0.0,6,0,0.0,0.0,0,0,9,-2,1
1,0,1,1,1,0,0,5,6,0,6,23,21,28,0,18,134.0,124.9,0,5,11,3,10.66666667,0,0,5,9,3,11.33333333,0,8.9,1.4,3.51,0.6,0.6,-0.6666666600000006,4,6,11.0,0.0,1,0,20,0,0
0,0,1,1,0,0,0,0,4,0,0,23,24,39,0,19,136.0,132.2,0,6,6,6,13.83333333,0,0,6,8,6,13.875,0,10.8,1.4,1.74,1.0,1.0,-0.041666669999999684,0,12,13.854166665000001,0.0,1,0,14,0,0
1,0,0,0,0,0,0,4,0,0,0,22,24,43,0,21,132.0,127.1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0
0,0,0,1,1,0,0,4,11,0,6,22,24,43,0,19,142.0,131.9,0,7,7,7,13.64285714,0,0,8,8,8,14.3875,0,13.9,-0.3,0.79,1.0,1.0,-0.744642859999999,0,15,14.01517857,0.0,0,0,15,-1,0
0,0,0,1,0,0,0,0,12,0,17,0,25,38,0,19,122.0,123.9,0,7,9,7,12.1625,0,0,8,8,8,13.825,0,13.9,-0.3,0.79,1.0,1.0,-1.6624999999999996,0,15,12.993749999999999,0.0,0,0,17,-1,0
0,0,0,1,1,0,0,4,9,0,0,7,24,43,0,19,132.0,127.1,0,6,7,6,12.85714286,0,0,6,7,6,13.66666667,0,13.9,-0.3,0.79,1.0,1.0,-0.80952381,0,12,13.261904765,0.0,0,0,14,0,0
0,0,0,1,1,0,0,0,9,0,18,7,25,42,0,19,126.0,120.8,0,6,7,6,12.28571429,0,0,6,7,6,12.83333333,0,12.4,0.5,1.79,1.0,1.0,-0.5476190400000007,0,12,12.55952381,0.0,0,0,14,0,0
0,0,1,1,1,0,0,5,15,0,0,7,9,30,0,21,133.1,106.0,0,7,7,7,13.0,0,0,7,8,6,12.5,0,8.9,1.4,3.51,1.0,0.8571428571428571,0.5,1,13,12.75,-0.1428571428571429,1,0,15,0,0
0,0,1,0,0,0,0,9,13,5,0,0,24,41,0,25,133.1,100.0,0,5,5,5,11.2,0,0,5,5,5,12.6,0,9.4,-0.8,-3.12,1.0,1.0,-1.4000000000000004,0,10,11.899999999999999,0.0,2,0,10,0,1
0,0,0,1,1,0,0,0,13,0,17,22,0,0,0,18,126.0,136.5,0,5,7,3,12.0,0,0,5,7,4,13.25,1,7.6,2.6,0.32,0.6,0.8,-1.25,3,7,12.625,0.20000000000000007,0,0,14,0,0
1,0,0,1,1,0,0,11,10,15,14,19,0,0,0,20,138.6,138.6,0,6,10,4,11.5,0,0,6,11,3,11.66666667,0,7.6,2.6,0.32,0.6666666666666666,0.5,-0.16666666999999968,5,7,11.583333334999999,-0.16666666666666663,0,0,21,0,0
0,0,0,0,0,0,0,11,14,0,0,0,24,42,0,21,129.0,129.0,0,6,7,6,12.0,0,0,6,6,6,12.0,0,10.8,1.4,1.74,1.0,1.0,0.0,0,12,12.0,0.0,1,0,13,0,0
0,0,0,1,1,0,0,0,11,0,6,22,29,43,0,20,119.0,119.4,0,7,7,7,13.77571429,0,0,8,8,8,15.6,0,12.4,0.5,1.79,1.0,1.0,-1.8242857099999998,0,15,14.687857144999999,0.0,0,0,15,-1,0
0,0,0,1,1,0,0,0,11,0,17,23,29,39,0,18,147.0,134.8,0,7,7,6,14.01666667,0,0,7,7,6,14.01666667,0,7.6,2.6,0.32,0.8571428571428571,0.8571428571428571,0.0,2,12,14.01666667,0.0,0,0,14,0,0
1,0,0,1,1,0,0,0,6,0,17,22,29,43,0,18,146.0,148.5,0,5,7,4,10.0,0,0,5,8,1,16.0,0,10.8,1.4,1.74,0.8,0.2,-6.0,5,5,13.0,-0.6000000000000001,0,0,15,0,0
0,0,1,1,0,0,1,11,7,0,0,15,29,36,19,21,120.0,120.0,2,5,9,5,13.2,2,0,5,7,2,12.5,2,10.8,1.4,1.74,1.0,0.4,0.6999999999999993,3,7,12.85,-0.6,1,0,16,0,0
1,0,0,1,0,0,0,9,11,0,17,22,29,38,0,26,140.0,127.3,0,8,8,7,13.07571429,0,0,8,8,7,13.07571429,0,10.8,1.4,1.74,0.875,0.875,0.0,2,14,13.07571429,0.0,0,0,16,0,1
0,0,0,1,1,0,0,4,5,0,7,7,22,43,0,18,138.0,126.8,0,5,12,2,11.5,0,0,5,12,3,11.8,2,10.8,1.4,1.74,0.4,0.6,-0.3000000000000007,5,5,11.65,0.19999999999999996,0,0,24,0,0
0,0,0,1,1,0,0,0,5,0,6,7,24,40,0,20,149.0,147.6,0,6,14,6,13.92307692,0,0,6,9,6,14.25,0,15.5,2.8,-4.06,1.0,1.0,-0.32692308000000025,0,12,14.08653846,0.0,0,0,23,0,0
0,1,0,1,1,0,0,0,11,0,17,22,27,41,0,18,132.0,120.3,0,7,7,7,13.75,0,0,8,9,8,14.47777778,0,12.4,0.5,1.79,1.0,1.0,-0.7277777800000003,0,15,14.11388889,0.0,0,0,16,-1,0
1,0,0,0,1,0,0,10,8,0,14,19,31,45,0,23,130.0,109.8,0,3,3,0,0.0,0,0,2,2,0,0.0,0,7.6,2.6,0.32,0.0,0.0,0.0,5,0,0.0,0.0,1,0,5,1,0
0,1,0,1,1,0,0,0,5,0,18,22,29,43,0,19,135.0,132.6,0,5,5,5,13.6,0,0,5,5,5,14.6,0,10.8,1.4,1.74,1.0,1.0,-1.0,0,10,14.1,0.0,0,0,10,0,0
0,0,0,0,1,0,0,12,7,9,0,22,24,42,0,22,150.0,150.0,1,6,10,3,12.66666667,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,0.5,0.0,12.66666667,9,3,6.333333335,-0.5,1,0,17,0,0
0,0,1,1,0,0,0,14,9,0,12,7,22,1,0,26,160.0,116.1,0,6,6,6,14.83333333,0,0,6,7,6,15.14285714,0,11.1,0.6,2.02,1.0,1.0,-0.30952380999999995,0,12,14.988095235,0.0,1,0,13,0,1
1,0,0,1,1,0,0,0,14,0,6,2,0,0,0,19,150.0,131.1,0,6,6,6,11.66666667,0,0,6,10,3,12.66666667,0,7.6,2.6,0.32,1.0,0.5,-1.0,3,9,12.16666667,-0.5,0,0,16,0,0
1,0,0,0,0,0,0,9,8,0,17,22,29,43,0,32,120.0,110.0,0,5,9,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0.0,0.0,0.0,10,0,0.0,0.0,1,0,14,0,1
0,1,0,1,1,0,0,0,11,0,6,7,29,39,0,19,133.0,120.1,0,7,9,6,12.42857143,0,0,8,8,8,14.0,0,13.9,-0.3,0.79,0.8571428571428571,1.0,-1.5714285700000001,1,14,13.214285714999999,0.1428571428571429,0,0,17,-1,0
1,0,0,1,0,0,0,9,16,5,18,23,27,42,0,39,133.1,120.0,0,5,9,0,0.0,0,0,5,5,1,10.0,0,12.7,3.7,-1.7,0.0,0.2,-10.0,9,1,5.0,0.2,0,0,14,0,1
0,0,1,0,0,0,0,9,8,0,6,22,29,41,0,29,150.0,101.0,0,5,8,3,10.66666667,0,0,5,14,2,14.8,0,10.8,1.4,1.74,0.6,0.4,-4.133333330000001,5,5,12.733333335000001,-0.19999999999999996,2,0,22,0,1
0,0,0,1,1,0,0,0,13,0,0,7,24,2,0,19,119.0,115.5,0,6,8,4,11.0,0,0,6,9,4,11.0,0,10.8,1.4,1.74,0.6666666666666666,0.6666666666666666,0.0,4,8,11.0,0.0,0,0,17,0,0
0,0,0,1,1,0,0,4,10,0,6,7,24,41,0,19,136.0,123.1,0,6,8,6,12.16666667,0,0,6,6,6,13.5,0,11.1,0.6,2.02,1.0,1.0,-1.3333333300000003,0,12,12.833333334999999,0.0,0,0,14,0,0
1,1,0,1,0,0,0,4,14,0,6,23,24,43,0,18,130.0,126.2,0,6,7,6,11.33333333,0,0,6,8,6,12.28571429,0,16.2,0.3,-0.92,1.0,1.0,-0.9523809599999993,0,12,11.80952381,0.0,0,0,15,0,0
0,1,0,1,1,0,0,0,9,0,6,23,29,42,0,19,147.0,135.8,0,6,8,6,12.71428571,0,0,6,12,5,11.0,0,13.9,-0.3,0.79,1.0,0.8333333333333334,1.7142857100000004,1,11,11.857142855,-0.16666666666666663,0,0,20,0,0
1,0,1,0,0,0,0,4,6,0,0,0,29,43,0,21,126.0,116.2,0,5,9,2,11.0,0,0,5,8,2,11.5,2,7.6,2.6,0.32,0.4,0.4,-0.5,6,4,11.25,0.0,2,0,17,0,0
1,0,0,1,1,0,0,0,0,0,0,15,25,36,0,19,137.0,133.9,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0
0,1,0,1,1,0,0,0,14,0,0,8,29,37,0,19,132.0,128.2,0,6,7,6,12.33333333,0,0,6,6,6,13.5,0,9.4,-0.8,-3.12,1.0,1.0,-1.1666666699999997,0,12,12.916666665000001,0.0,0,0,13,0,0
1,0,1,1,0,0,0,9,16,0,12,31,22,36,0,29,150.0,135.8,1,5,9,3,11.0,0,0,5,11,2,13.5,0,12.7,3.7,-1.7,0.6,0.4,-2.5,5,5,12.25,-0.19999999999999996,1,0,20,0,1
0,0,0,0,1,0,0,4,7,0,6,7,29,43,0,22,122.0,121.7,0,6,0,0,0.0,0,0,2,2,0,0.0,2,9.4,-0.8,-3.12,0.0,0.0,0.0,8,0,0.0,0.0,1,0,2,4,0
0,0,0,1,1,0,0,0,14,0,6,7,29,43,0,18,138.0,139.4,0,6,7,5,12.8,0,0,6,10,4,12.2,0,10.8,1.4,1.74,0.8333333333333334,0.6666666666666666,0.6000000000000014,3,9,12.5,-0.16666666666666674,0,0,17,0,0
0,0,0,1,0,0,0,0,10,0,18,22,25,39,0,19,123.0,125.1,0,6,12,4,11.0,0,0,6,6,4,12.5,0,16.2,0.3,-0.92,0.6666666666666666,0.6666666666666666,-1.5,4,8,11.75,0.0,0,0,18,0,0
1,0,0,1,0,0,1,17,7,6,23,0,24,43,19,35,133.1,100.0,0,7,8,0,0.0,1,0,6,9,0,0.0,0,8.9,1.4,3.51,0.0,0.0,0.0,13,0,0.0,0.0,0,0,17,1,1
1,0,1,1,0,0,0,9,16,0,17,22,29,40,0,25,162.0,132.0,0,5,8,4,11.0,0,0,5,7,4,12.0,0,7.6,2.6,0.32,0.8,0.8,-1.0,2,8,11.5,0.0,1,0,15,0,1
0,0,0,1,0,0,0,9,8,2,6,22,27,43,0,31,133.1,118.2,0,5,8,1,13.0,2,0,5,9,4,12.25,0,10.8,1.4,1.74,0.2,0.8,0.75,5,5,12.625,0.6000000000000001,0,0,17,0,1
0,0,0,1,1,0,0,0,11,0,20,15,22,37,0,18,118.0,110.7,0,7,7,7,11.71428571,0,0,8,8,8,12.75,0,12.4,0.5,1.79,1.0,1.0,-1.0357142899999996,0,15,12.232142855,0.0,0,0,15,-1,0
1,0,0,1,1,0,0,5,6,0,0,8,25,38,0,18,136.0,122.7,0,5,7,5,12.6,0,0,5,9,3,13.25,0,13.9,-0.3,0.79,1.0,0.6,-0.6500000000000004,2,8,12.925,-0.4,0,0,16,0,0
0,0,0,0,0,0,0,4,8,0,17,22,29,43,0,22,117.0,109.3,0,5,9,2,10.0,1,0,5,11,1,10.0,0,9.4,-0.8,-3.12,0.4,0.2,0.0,7,3,10.0,-0.2,1,0,20,0,0
0,0,0,1,1,0,0,5,11,0,6,0,24,41,0,18,131.0,127.5,0,7,7,7,13.45714286,0,0,8,8,8,14.5125,0,13.9,-0.3,0.79,1.0,1.0,-1.05535714,0,15,13.98482143,0.0,0,0,15,-1,0
1,1,0,1,0,0,0,0,4,0,6,7,25,39,0,22,140.0,131.3,1,6,6,6,12.66666667,0,1,6,6,5,12.4,0,12.4,0.5,1.79,1.0,0.8333333333333334,0.26666666999999933,1,11,12.533333335,-0.16666666666666663,0,0,12,0,0
1,0,0,1,1,0,0,0,10,0,17,23,29,42,0,19,124.0,114.6,0,6,13,2,12.0,0,0,6,12,1,13.0,0,7.6,2.6,0.32,0.3333333333333333,0.16666666666666666,-1.0,9,3,12.5,-0.16666666666666666,0,0,25,0,0
0,0,0,1,1,0,0,0,13,0,6,0,29,37,0,18,123.0,117.8,0,6,6,6,13.83333333,0,0,6,11,6,14.55555556,0,10.8,1.4,1.74,1.0,1.0,-0.7222222299999999,0,12,14.194444445,0.0,0,0,17,0,0
1,0,1,0,0,0,0,4,14,0,0,0,25,1,0,19,112.0,111.7,0,6,6,6,12.5,0,0,6,10,4,12.6,0,15.5,2.8,-4.06,1.0,0.6666666666666666,-0.09999999999999964,2,10,12.55,-0.33333333333333337,2,0,16,0,0
1,0,0,1,0,0,0,9,2,5,14,19,0,0,0,38,133.1,130.0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,0.0,0.0,0.0,12,0,0.0,0.0,0,0,0,0,1
1,0,0,1,0,0,0,9,6,0,18,22,27,41,0,24,160.0,129.0,0,5,9,0,0.0,0,0,5,8,2,14.5,2,7.6,2.6,0.32,0.0,0.4,-14.5,8,2,7.25,0.4,0,0,17,0,0
1,1,0,1,0,0,0,4,10,0,6,0,29,43,0,20,133.0,137.2,0,6,6,0,0.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,0.0,0.0,0.0,12,0,0.0,0.0,0,0,18,0,0
0,0,0,1,1,0,0,12,3,9,0,0,24,37,0,20,140.0,140.0,0,6,10,5,11.66666667,0,0,6,7,5,12.6,0,12.4,0.5,1.79,0.8333333333333334,0.8333333333333334,-0.93333333,2,10,12.133333335,0.0,0,0,17,0,0
0,0,0,1,0,0,0,9,16,0,17,22,29,43,0,33,133.1,113.4,0,5,14,1,10.0,0,0,5,13,2,12.0,0,12.4,0.5,1.79,0.2,0.4,-2.0,7,3,11.0,0.2,0,0,27,0,1
0,0,0,1,1,0,0,13,9,0,21,23,22,43,0,19,123.0,118.1,0,6,6,6,14.0,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,1.0,1.0,0.6666666699999997,0,12,13.666666665000001,0.0,0,0,12,0,0
1,1,0,1,0,0,0,0,6,0,0,0,23,39,0,19,117.0,111.1,0,5,10,5,11.8,0,0,5,12,3,11.5,0,11.1,0.6,2.02,1.0,0.6,0.3000000000000007,2,8,11.65,-0.4,0,0,22,0,0
0,1,0,1,1,0,0,0,11,0,0,0,24,38,0,19,140.0,123.5,0,8,8,8,14.75,0,0,8,8,8,14.75,0,9.4,-0.8,-3.12,1.0,1.0,0.0,0,16,14.75,0.0,0,0,16,0,0
0,0,0,0,1,0,0,0,0,0,28,0,26,40,0,21,115.0,108.7,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0
1,0,0,1,0,0,0,4,13,0,12,15,1,1,0,18,127.0,121.4,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0.0,0.0,0.0,12,0,0.0,0.0,0,0,0,0,0
0,1,0,1,1,0,0,0,10,0,6,23,23,2,0,20,122.0,114.3,0,6,8,5,12.8,0,0,6,9,5,12.8,0,12.4,0.5,1.79,0.8333333333333334,0.8333333333333334,0.0,2,10,12.8,0.0,0,0,17,0,0
0,1,0,1,1,0,0,4,11,0,0,0,29,43,0,18,137.0,127.9,0,7,10,5,13.46,0,0,7,8,7,12.2375,0,11.1,0.6,2.02,0.7142857142857143,1.0,1.2225000000000001,2,12,12.84875,0.2857142857142857,0,0,18,0,0
0,0,0,1,0,0,0,0,9,0,17,22,27,43,0,19,124.0,121.2,0,6,12,2,13.0,0,0,6,9,6,10.83333333,0,7.6,2.6,0.32,0.3333333333333333,1.0,2.1666666699999997,4,8,11.916666665000001,0.6666666666666667,0,0,21,0,0
1,0,0,0,1,0,0,17,7,7,7,23,22,37,0,18,140.0,140.0,2,5,7,2,13.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0.4,0.0,13.0,8,2,6.5,-0.4,1,0,12,0,0
1,0,0,1,0,0,0,9,16,5,7,0,22,38,0,24,133.1,100.0,0,5,7,0,0.0,0,0,5,7,0,0.0,0,16.2,0.3,-0.92,0.0,0.0,0.0,10,0,0.0,0.0,0,0,14,0,0
0,1,0,1,0,0,0,0,11,0,6,7,29,43,0,19,148.0,138.7,0,7,10,7,15.115,0,0,8,10,8,15.092,0,15.5,2.8,-4.06,1.0,1.0,0.022999999999999687,0,15,15.1035,0.0,0,0,20,-1,0
0,1,0,1,1,0,0,0,11,0,17,0,25,39,0,18,135.0,126.8,0,8,8,7,12.61,0,0,8,8,7,12.61,0,10.8,1.4,1.74,0.875,0.875,0.0,2,14,12.61,0.0,0,0,16,0,0
0,0,0,1,1,0,0,4,8,0,0,23,24,39,0,19,162.0,138.6,0,5,10,1,11.0,0,0,5,13,0,0.0,0,12.7,3.7,-1.7,0.2,0.0,11.0,9,1,5.5,-0.2,0,0,23,0,0
1,0,0,1,0,0,0,9,16,0,17,22,29,43,0,35,133.1,143.2,0,5,5,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,0.0,0.0,0.0,10,0,0.0,0.0,0,0,10,0,1
1,0,0,1,0,0,0,4,6,0,6,23,29,41,0,18,142.0,127.3,0,5,10,3,11.0,0,0,5,6,3,11.0,1,16.2,0.3,-0.92,0.6,0.6,0.0,4,6,11.0,0.0,0,0,16,0,0
0,0,0,1,0,0,0,0,11,0,18,7,23,2,0,19,134.0,121.2,0,7,10,7,13.47,0,0,8,8,8,13.32625,0,15.5,2.8,-4.06,1.0,1.0,0.1437500000000007,0,15,13.398125,0.0,0,0,18,-1,0
1,0,0,1,0,0,0,4,14,0,0,0,24,39,0,20,150.0,130.8,0,6,15,2,12.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,0.3333333333333333,0.0,12.0,10,2,6.0,-0.3333333333333333,0,0,27,0,0
1,0,0,1,1,0,0,17,3,7,12,15,26,36,0,29,130.0,130.0,1,6,10,6,17.11111111,0,2,6,9,6,15.57142857,0,13.9,-0.3,0.79,1.0,1.0,1.5396825399999994,0,12,16.34126984,0.0,0,0,19,0,1
0,0,0,1,1,0,0,0,11,0,12,24,22,37,0,18,144.0,129.0,0,7,8,7,12.65,0,0,8,9,8,13.41111111,0,16.2,0.3,-0.92,1.0,1.0,-0.7611111099999999,0,15,13.030555555,0.0,0,0,17,-1,0
0,0,0,1,1,0,0,0,13,0,0,0,22,36,0,20,128.0,130.8,0,5,5,4,15.0,0,0,5,5,4,13.75,0,7.6,2.6,0.32,0.8,0.8,1.25,2,8,14.375,0.0,0,0,10,0,0
0,1,0,1,0,0,0,9,13,0,0,7,24,39,0,25,120.0,100.0,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,0.8,1.0,-1.0999999999999996,1,9,11.05,0.19999999999999996,0,0,14,0,1
0,1,0,1,1,0,0,0,11,0,18,23,27,43,0,19,134.0,132.8,0,8,8,7,13.51285714,0,0,8,8,7,13.51285714,0,10.8,1.4,1.74,0.875,0.875,0.0,2,14,13.51285714,0.0,0,0,16,0,0
0,0,0,1,0,0,0,0,11,0,12,15,1,39,0,18,130.0,118.8,0,7,7,7,13.67714286,0,0,8,9,8,14.53333333,0,11.1,0.6,2.02,1.0,1.0,-0.8561904699999996,0,15,14.105238095,0.0,0,0,16,-1,0
0,0,0,1,1,0,0,0,11,0,12,15,22,36,0,19,148.0,137.3,0,7,7,6,14.26666667,0,0,7,7,6,14.26666667,0,7.6,2.6,0.32,0.8571428571428571,0.8571428571428571,0.0,2,12,14.26666667,0.0,0,0,14,0,0
0,0,0,1,1,0,0,15,5,12,0,7,24,40,0,27,160.0,155.7,7,12,17,11,14.72727273,0,4,9,10,7,14.14285714,0,8.9,1.4,3.51,0.9166666666666666,0.7777777777777778,0.584415589999999,3,18,14.435064935,-0.13888888888888884,0,0,27,3,1
1,1,0,1,1,0,0,0,14,0,18,23,25,41,0,18,140.0,126.4,0,6,8,6,12.66666667,0,0,6,6,6,13.5,0,12.7,3.7,-1.7,1.0,1.0,-0.8333333300000003,0,12,13.083333334999999,0.0,0,0,14,0,0
0,1,0,1,1,0,0,0,14,0,0,23,28,42,0,18,143.0,136.7,0,6,6,6,13.83333333,0,0,6,6,6,14.0,0,11.1,0.6,2.02,1.0,1.0,-0.16666666999999968,0,12,13.916666665000001,0.0,0,0,12,0,0
1,0,0,1,0,0,0,11,10,0,17,22,29,43,0,21,112.0,108.5,0,6,6,6,12.66666667,0,0,6,7,5,11.4,0,9.4,-0.8,-3.12,1.0,0.8333333333333334,1.2666666699999993,1,11,12.033333335,-0.16666666666666663,0,0,13,0,0
1,0,0,1,0,0,0,12,3,9,12,8,22,36,0,25,150.0,150.0,9,14,16,14,12.42857143,0,3,9,13,6,10.85714286,0,15.5,2.8,-4.06,1.0,0.6666666666666666,1.5714285700000001,3,20,11.642857145,-0.33333333333333337,0,0,29,5,1
1,0,0,1,0,0,0,9,11,0,17,22,23,41,0,27,130.0,143.8,0,8,8,7,15.57,0,0,8,8,7,15.57,0,10.8,1.4,1.74,0.875,0.875,0.0,2,14,15.57,0.0,0,0,16,0,1
0,0,0,1,1,0,0,17,5,7,6,9,24,44,0,32,140.0,140.0,0,5,8,1,14.0,2,0,5,12,0,0.0,4,10.8,1.4,1.74,0.2,0.0,14.0,9,1,7.0,-0.2,0,0,20,0,1
1,1,0,1,1,0,0,9,4,0,0,0,25,37,0,24,130.0,112.0,0,6,6,6,15.0,0,0,6,6,2,16.0,0,15.5,2.8,-4.06,1.0,0.3333333333333333,-1.0,4,8,15.5,-0.6666666666666667,0,0,12,0,0
0,0,0,1,1,0,0,4,5,0,0,7,24,43,0,19,123.0,113.6,0,5,13,3,12.0,2,0,5,8,4,11.75,0,9.4,-0.8,-3.12,0.6,0.8,0.25,3,7,11.875,0.20000000000000007,0,0,21,0,0
0,0,0,1,0,0,0,9,12,0,17,22,29,43,0,47,100.0,120.0,1,7,16,6,12.51428571,0,0,7,15,4,11.75,0,12.7,3.7,-1.7,0.8571428571428571,0.5714285714285714,0.7642857099999993,4,10,12.132142855,-0.2857142857142857,0,0,31,0,1
0,1,0,1,1,0,0,0,9,0,18,22,29,41,0,18,160.0,155.5,0,6,7,6,12.83333333,0,0,6,6,6,12.16666667,0,10.8,1.4,1.74,1.0,1.0,0.6666666600000006,0,12,12.5,0.0,0,0,13,0,0
1,0,0,0,1,0,0,0,10,0,12,7,23,43,0,19,120.0,114.8,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,0.0,0.0,0.0,12,0,0.0,0.0,1,0,0,0,0
0,0,0,1,0,0,0,0,11,0,0,0,25,1,0,19,150.0,155.6,0,7,7,7,14.3,0,0,8,9,8,14.05555556,0,16.2,0.3,-0.92,1.0,1.0,0.24444444000000054,0,15,14.17777778,0.0,0,0,16,-1,0
